emp_no,first_name,last_name,title,dept_no,dept_name,hire_date,to_date
13210,Jianhua,Klassen,Senior Staff,d001,Marketing,1986-09-19,9999-01-01
13213,Hein,Billawala,Senior Staff,d007,Sales,1988-02-03,9999-01-01
13232,Mitchel,Fujisaki,Technique Leader,d005,Development,1986-06-02,9999-01-01
13233,Alselm,Chvatal,Engineer,d005,Development,1987-03-31,9999-01-01
13238,Ebru,Foote,Senior Staff,d007,Sales,1985-10-30,9999-01-01
13240,King,Pileggi,Engineer,d005,Development,1987-12-20,9999-01-01
13250,Zeydy,Schusler,Assistant Engineer,d004,Production,1985-11-19,9999-01-01
13272,Arun,Jiang,Senior Staff,d009,Customer Service,1985-03-10,9999-01-01
13276,Yechiam,Seuren,Senior Staff,d002,Finance,1986-03-09,9999-01-01
13288,Muneo,Broomell,Staff,d003,Human Resources,1987-04-14,9999-01-01
13291,Georg,Stamatiou,Engineer,d005,Development,1986-10-30,9999-01-01
13302,Mack,Alencar,Engineer,d005,Development,1987-04-19,9999-01-01
13315,Sakthirel,Stroustrup,Engineer,d005,Development,1988-05-08,9999-01-01
13332,Nidapan,Pearson,Assistant Engineer,d004,Production,1987-09-24,9999-01-01
13333,Yoshinari,Hennebert,Assistant Engineer,d004,Production,1988-03-23,9999-01-01
13341,Bodh,Doering,Staff,d001,Marketing,1986-03-11,9999-01-01
13343,Heon,Usery,Staff,d002,Finance,1988-07-29,9999-01-01
13368,Kiyokazu,Klassen,Staff,d003,Human Resources,1988-04-24,9999-01-01
13371,Nakhoon,Riexinger,Senior Engineer,d004,Production,1986-07-29,9999-01-01
13373,Juichirou,Naumovich,Staff,d003,Human Resources,1987-06-13,9999-01-01
13385,Claudi,Buchter,Senior Staff,d003,Human Resources,1986-06-10,9999-01-01
13386,Khosrow,Sgarro,Technique Leader,d005,Development,1986-02-23,9999-01-01
13389,Divine,Cmelik,Senior Staff,d008,Research,1988-03-23,9999-01-01
13392,Fumitake,Beidas,Senior Staff,d007,Sales,1988-08-26,9999-01-01
13396,Chuanyi,Aumann,Senior Staff,d009,Customer Service,1987-09-22,9999-01-01
13402,Augustine,Dulli,Engineer,d008,Research,1985-09-15,9999-01-01
13405,Randy,Baba,Senior Staff,d007,Sales,1986-09-18,9999-01-01
13407,Gio,Chenoweth,Senior Engineer,d004,Production,1987-10-30,9999-01-01
13408,Sreekrishna,Lagarias,Senior Engineer,d004,Production,1986-04-26,9999-01-01
13415,Nathalie,Speer,Technique Leader,d006,Quality Management,1986-01-01,9999-01-01
13422,Vishwani,Gerlach,Engineer,d006,Quality Management,1988-01-17,9999-01-01
13442,Giordano,Miake,Senior Staff,d003,Human Resources,1987-06-16,9999-01-01
13443,Mayuko,Puppo,Senior Engineer,d006,Quality Management,1985-03-06,9999-01-01
13445,Renee,Dehkordi,Engineer,d004,Production,1986-04-14,9999-01-01
13451,Gretta,Weiland,Staff,d003,Human Resources,1986-08-23,9999-01-01
13457,Shooichi,Parfitt,Senior Engineer,d006,Quality Management,1986-01-18,9999-01-01
13458,Feipei,Nivat,Senior Engineer,d009,Customer Service,1985-12-12,9999-01-01
13463,Theron,Berstel,Engineer,d004,Production,1988-01-26,9999-01-01
13465,Sasan,Rehfuss,Engineer,d004,Production,1985-07-08,9999-01-01
13493,Uinam,Jullig,Senior Engineer,d005,Development,1987-09-07,9999-01-01
13504,Parto,Mandell,Engineer,d005,Development,1986-12-21,9999-01-01
13524,Chaoyi,Porotnikoff,Senior Staff,d007,Sales,1985-07-27,9999-01-01
13535,Arunas,Schlenzig,Senior Engineer,d004,Production,1986-05-19,9999-01-01
13546,Aimee,Brookner,Engineer,d004,Production,1988-10-26,9999-01-01
13549,Matk,Koprowski,Technique Leader,d005,Development,1988-05-12,9999-01-01
13552,Ingmar,Capobianchi,Staff,d008,Research,1985-03-23,9999-01-01
13576,Jungsoon,Engberts,Staff,d005,Development,1986-08-22,9999-01-01
13605,Dmitry,Encarnacion,Senior Staff,d007,Sales,1985-09-29,9999-01-01
13621,Fei,Haddadi,Engineer,d005,Development,1986-08-24,9999-01-01
13624,Zhigen,Yurek,Staff,d003,Human Resources,1987-05-12,9999-01-01
13629,Dzung,Trelles,Engineer,d005,Development,1987-01-03,9999-01-01
13648,Zejun,Lamba,Technique Leader,d004,Production,1985-11-16,9999-01-01
13653,Kristen,Iivonen,Senior Staff,d003,Human Resources,1985-07-11,9999-01-01
13670,Moti,Takanami,Senior Engineer,d005,Development,1987-04-16,9999-01-01
13680,Denny,Speer,Staff,d007,Sales,1985-03-18,9999-01-01
13685,Weicheng,Hockney,Engineer,d005,Development,1988-03-08,9999-01-01
13697,Shuichi,Weedon,Technique Leader,d005,Development,1985-06-20,9999-01-01
13704,Vishu,Kumaresan,Engineer,d004,Production,1986-05-03,9999-01-01
13721,Sugwoo,Delgrossi,Staff,d007,Sales,1985-08-25,9999-01-01
13727,Vitali,Merey,Staff,d003,Human Resources,1985-09-21,9999-01-01
13738,Bangqing,Mitchem,Engineer,d005,Development,1988-07-25,9999-01-01
13766,Tremaine,Heemskerk,Senior Staff,d009,Customer Service,1986-08-18,9999-01-01
13769,Yakichi,Trogemann,Senior Staff,d007,Sales,1986-10-24,9999-01-01
13775,Arve,Maierhofer,Staff,d007,Sales,1987-10-21,9999-01-01
13786,Takushi,Berendt,Senior Staff,d007,Sales,1988-07-02,9999-01-01
13787,Xiaobin,Sinicrope,Senior Engineer,d004,Production,1988-09-19,9999-01-01
13792,Valery,Sury,Senior Staff,d002,Finance,1985-07-27,9999-01-01
13796,Paloma,Thorelli,Engineer,d005,Development,1988-08-28,9999-01-01
13809,Kiyotoshi,Basagni,Staff,d009,Customer Service,1986-01-12,9999-01-01
13815,Guadalupe,Plotkin,Engineer,d004,Production,1985-09-09,9999-01-01
13825,Arlette,Pell,Technique Leader,d004,Production,1986-08-02,9999-01-01
13841,Christophe,Spinelli,Technique Leader,d006,Quality Management,1986-01-09,9999-01-01
13842,Juichirou,Cichocki,Senior Staff,d008,Research,1987-11-11,9999-01-01
13846,Guiseppe,Welham,Senior Staff,d008,Research,1985-03-20,9999-01-01
13853,Mingsen,Roohalamini,Senior Staff,d008,Research,1986-06-02,9999-01-01
13859,Anoosh,Fujisawa,Engineer,d005,Development,1987-08-23,9999-01-01
13884,Kensei,Swift,Engineer,d004,Production,1985-02-18,9999-01-01
13894,Ult,Schonegge,Engineer,d004,Production,1987-11-28,9999-01-01
13904,Youngkon,Cairo,Senior Engineer,d005,Development,1987-09-03,9999-01-01
13934,Shiv,Bratsberg,Senior Engineer,d005,Development,1988-06-10,9999-01-01
13942,Elzbieta,Esteva,Technique Leader,d005,Development,1985-06-13,9999-01-01
13951,Mooi,Genther,Senior Staff,d007,Sales,1985-12-28,9999-01-01
13960,Nechama,Hettesheimer,Senior Staff,d002,Finance,1986-01-22,9999-01-01
13962,Maris,Ghelli,Senior Engineer,d004,Production,1985-05-17,9999-01-01
13966,Boguslaw,Cooman,Senior Staff,d009,Customer Service,1988-07-18,9999-01-01
13969,Jianwen,Chandrasekhar,Technique Leader,d005,Development,1985-05-29,9999-01-01
13990,Deborah,Schapiro,Engineer,d005,Development,1987-10-30,9999-01-01
13992,Ulises,Kenevan,Senior Staff,d002,Finance,1988-07-27,9999-01-01
13999,Florian,Crouzet,Senior Staff,d003,Human Resources,1985-06-11,9999-01-01
14005,Vojin,Stellhorn,Technique Leader,d005,Development,1985-05-10,9999-01-01
14015,Manibrata,Picaronny,Senior Engineer,d006,Quality Management,1987-11-27,9999-01-01
14034,Aloys,Seghrouchni,Staff,d002,Finance,1985-08-26,9999-01-01
14041,Shan,DeMori,Staff,d001,Marketing,1987-12-22,9999-01-01
14067,Godehard,Trachtenberg,Senior Engineer,d004,Production,1988-10-21,9999-01-01
14088,Mori,Leslie,Staff,d008,Research,1987-11-10,9999-01-01
14107,Xiahua,Rindone,Senior Staff,d001,Marketing,1986-09-04,9999-01-01
14111,Leszek,Cummings,Senior Staff,d009,Customer Service,1987-07-12,9999-01-01
14118,Kasturi,Anido,Senior Staff,d009,Customer Service,1985-04-06,9999-01-01
14167,Adas,Hertweck,Senior Engineer,d004,Production,1985-12-01,9999-01-01
14191,Jiann,Luby,Senior Engineer,d005,Development,1987-01-16,9999-01-01
14209,Masanao,Kusakabe,Senior Staff,d008,Research,1988-04-06,9999-01-01
14220,Tomofumi,Pargas,Senior Engineer,d004,Production,1987-12-02,9999-01-01
14232,Masali,Bojadziev,Engineer,d005,Development,1987-03-14,9999-01-01
14236,Xuedong,Angiulli,Senior Staff,d008,Research,1988-11-07,9999-01-01
14237,Abdulla,Gerlach,Engineer,d009,Customer Service,1986-06-13,9999-01-01
14242,Sudhanshu,Benaini,Senior Staff,d009,Customer Service,1985-06-27,9999-01-01
14257,Kwok,Massonet,Staff,d004,Production,1988-06-17,9999-01-01
14290,Miyeon,Olivero,Senior Engineer,d004,Production,1987-11-12,9999-01-01
14292,Susanna,Vigier,Staff,d008,Research,1985-09-16,9999-01-01
14298,Chriss,Granlund,Engineer,d004,Production,1986-12-15,9999-01-01
14310,Marlo,Leuchs,Senior Staff,d007,Sales,1987-02-23,9999-01-01
14320,Sreenivas,Schaar,Engineer,d004,Production,1986-06-30,9999-01-01
14322,Shem,Kakkad,Engineer,d005,Development,1986-10-23,9999-01-01
14323,Golgen,Leslie,Staff,d004,Production,1987-03-12,9999-01-01
14340,Vitaly,Wixon,Senior Engineer,d004,Production,1985-04-03,9999-01-01
14344,Otilia,Buescher,Technique Leader,d004,Production,1988-12-16,9999-01-01
14354,Mong,Bojadziev,Senior Staff,d007,Sales,1985-08-28,9999-01-01
14360,Janche,Erbe,Senior Staff,d008,Research,1987-10-24,9999-01-01
14372,Saniya,Srimani,Engineer,d008,Research,1988-01-23,9999-01-01
14384,Tomofumi,Holburn,Technique Leader,d005,Development,1988-02-13,9999-01-01
14422,Toshimo,Gadepally,Engineer,d004,Production,1985-10-20,9999-01-01
14434,Elvis,Maginnis,Technique Leader,d005,Development,1987-11-27,9999-01-01
14439,Raimond,Woycyznski,Engineer,d006,Quality Management,1986-11-01,9999-01-01
14460,Yagil,Lueh,Senior Engineer,d004,Production,1988-01-23,9999-01-01
14478,Munehiro,Boissier,Senior Staff,d007,Sales,1987-06-25,9999-01-01
14481,Moti,Lammel,Engineer,d004,Production,1987-08-25,9999-01-01
14483,Supot,Marrevee,Senior Engineer,d005,Development,1986-01-30,9999-01-01
14486,Indrajit,Birdsall,Senior Engineer,d004,Production,1986-07-13,9999-01-01
14498,Xiong,Selenyi,Senior Staff,d003,Human Resources,1988-10-17,9999-01-01
14501,Taizo,Kroft,Technique Leader,d004,Production,1987-06-09,9999-01-01
14509,Danil,Aloia,Staff,d002,Finance,1987-01-17,9999-01-01
14513,Samphel,Barreiro,Senior Staff,d001,Marketing,1985-07-28,9999-01-01
14515,Kazuhisa,Versino,Engineer,d006,Quality Management,1988-07-15,9999-01-01
14516,Kristian,Underwood,Senior Staff,d007,Sales,1986-11-26,9999-01-01
14518,Patricia,Peir,Engineer,d004,Production,1986-07-06,9999-01-01
14522,Chuanyi,Ranta,Senior Staff,d002,Finance,1988-04-23,9999-01-01
14537,Babette,Engelmann,Senior Engineer,d006,Quality Management,1986-06-02,9999-01-01
14552,Ibibia,Snyers,Senior Engineer,d005,Development,1986-09-12,9999-01-01
14556,Fatemeh,Zultner,Engineer,d004,Production,1985-04-18,9999-01-01
14560,Elrique,Driscoll,Engineer,d005,Development,1985-05-21,9999-01-01
14581,Gao,Condotta,Engineer,d005,Development,1988-06-28,9999-01-01
14582,Kiyokazu,Morrin,Senior Engineer,d005,Development,1985-06-26,9999-01-01
14600,Jayson,Cairo,Senior Staff,d009,Customer Service,1988-07-05,9999-01-01
14603,Lech,Marquardt,Engineer,d005,Development,1986-01-19,9999-01-01
14607,Suzette,Selvestrel,Staff,d007,Sales,1987-03-03,9999-01-01
14620,Jianhua,Erev,Senior Engineer,d004,Production,1988-08-04,9999-01-01
14621,Souichi,Wixon,Senior Staff,d007,Sales,1986-04-15,9999-01-01
14632,Gudjon,McClurg,Assistant Engineer,d006,Quality Management,1987-08-01,9999-01-01
14639,Arvind,Hempstead,Staff,d007,Sales,1987-11-08,9999-01-01
14640,Toshimori,Kornatzky,Senior Engineer,d005,Development,1985-05-07,9999-01-01
14642,Florian,Kuhnemann,Senior Engineer,d005,Development,1987-06-05,9999-01-01
14645,Laurentiu,Glinert,Engineer,d005,Development,1987-05-01,9999-01-01
14648,IEEE,Lorys,Senior Staff,d007,Sales,1986-11-16,9999-01-01
14659,Sashi,Adachi,Senior Engineer,d006,Quality Management,1985-03-16,9999-01-01
14675,Teunis,Angel,Senior Staff,d003,Human Resources,1988-09-25,9999-01-01
14677,Herbert,Sifakis,Senior Engineer,d004,Production,1987-02-12,9999-01-01
14683,Alois,Basart,Engineer,d009,Customer Service,1986-12-02,9999-01-01
14690,Yechezkel,Bellone,Engineer,d005,Development,1986-02-25,9999-01-01
14693,Brewster,Stranks,Staff,d009,Customer Service,1986-05-05,9999-01-01
14710,Mahmut,Hainaut,Senior Staff,d001,Marketing,1988-09-18,9999-01-01
14723,Constantino,Assaf,Staff,d003,Human Resources,1985-05-24,9999-01-01
14724,Aron,Lemarechal,Senior Staff,d002,Finance,1986-09-10,9999-01-01
14780,Marlo,Bruckman,Senior Engineer,d004,Production,1986-09-19,9999-01-01
14785,Zhonghua,Kaiser,Senior Engineer,d009,Customer Service,1985-10-15,9999-01-01
14793,Stein,Uchoa,Engineer,d005,Development,1987-02-14,9999-01-01
14814,Odysseas,Nishimukai,Staff,d009,Customer Service,1987-10-27,9999-01-01
14817,Gaurav,Masaki,Engineer,d008,Research,1988-07-09,9999-01-01
14821,Oguz,Kilgore,Engineer,d005,Development,1987-03-18,9999-01-01
14839,Changho,Cronin,Engineer,d005,Development,1986-11-13,9999-01-01
14853,Taiji,Nergos,Engineer,d005,Development,1988-03-07,9999-01-01
14877,Arto,Meriste,Senior Engineer,d005,Development,1988-06-06,9999-01-01
14879,Anyuan,Sigstam,Engineer,d005,Development,1987-12-29,9999-01-01
14888,Temple,Barriga,Senior Staff,d007,Sales,1986-12-09,9999-01-01
14899,Alejandro,Casley,Staff,d007,Sales,1985-02-22,9999-01-01
14906,Adil,Parveen,Staff,d008,Research,1987-12-11,9999-01-01
14908,Kerhong,Flanders,Engineer,d004,Production,1985-03-25,9999-01-01
14909,Mohan,Kamble,Senior Engineer,d005,Development,1988-07-27,9999-01-01
14911,Xiaobin,Chelton,Engineer,d004,Production,1985-12-30,9999-01-01
14914,Gretta,Benzaken,Engineer,d005,Development,1988-05-23,9999-01-01
14915,Huican,Picco,Engineer,d004,Production,1985-02-26,9999-01-01
14923,Shuzo,Gyorkos,Technique Leader,d005,Development,1985-05-15,9999-01-01
14928,Satoru,Mukaidono,Senior Staff,d003,Human Resources,1985-05-17,9999-01-01
14941,Nathan,Lichtner,Engineer,d005,Development,1988-12-22,9999-01-01
14942,Heon,Benveniste,Engineer,d006,Quality Management,1987-11-15,9999-01-01
14949,Insup,Reinhart,Engineer,d004,Production,1986-02-01,9999-01-01
14954,Fox,Magliocco,Senior Engineer,d005,Development,1988-08-05,9999-01-01
14971,Fan,Simmen,Senior Staff,d002,Finance,1985-12-02,9999-01-01
14983,Hyuckchul,Pouyioutas,Senior Staff,d001,Marketing,1988-12-26,9999-01-01
14993,Sanjay,Koblitz,Senior Engineer,d005,Development,1988-04-20,9999-01-01
15005,Kiam,Sadowsky,Senior Engineer,d004,Production,1986-05-23,9999-01-01
15016,Woody,Gulik,Senior Staff,d002,Finance,1988-12-25,9999-01-01
15018,Ramalingam,Prenel,Staff,d001,Marketing,1985-02-28,9999-01-01
15019,Qingxiang,Shokrollahi,Engineer,d006,Quality Management,1988-11-02,9999-01-01
15029,Giordano,Koshino,Staff,d009,Customer Service,1988-03-08,9999-01-01
15030,Rasikan,Nourani,Senior Staff,d007,Sales,1987-11-09,9999-01-01
15036,Ziva,Delgrande,Senior Engineer,d005,Development,1985-05-18,9999-01-01
15049,Khun,Waymire,Senior Staff,d009,Customer Service,1987-09-17,9999-01-01
15052,Flemming,Kranzdorf,Senior Engineer,d004,Production,1985-04-05,9999-01-01
15055,Shrikanth,Sherertz,Senior Staff,d008,Research,1985-11-23,9999-01-01
15066,Tomokazu,Oaver,Senior Engineer,d005,Development,1985-06-25,9999-01-01
15069,Manton,Siksek,Technique Leader,d004,Production,1987-08-05,9999-01-01
15071,Ayonca,Couchot,Staff,d007,Sales,1988-10-15,9999-01-01
15075,Radoslaw,Rijsenbrij,Senior Engineer,d004,Production,1986-04-24,9999-01-01
15077,Toshiki,Taubenfeld,Senior Engineer,d004,Production,1986-07-19,9999-01-01
15082,Guadalupe,Zirintsis,Technique Leader,d005,Development,1986-04-01,9999-01-01
15087,Chirstian,Ushiama,Senior Engineer,d004,Production,1988-09-14,9999-01-01
15089,Giri,Coney,Senior Engineer,d005,Development,1987-05-14,9999-01-01
15092,Remmert,Bahi,Senior Staff,d009,Customer Service,1985-08-12,9999-01-01
15102,Luigi,Axelband,Engineer,d004,Production,1988-05-21,9999-01-01
15105,Sudhanshu,Itzigehl,Staff,d001,Marketing,1986-06-09,9999-01-01
15114,Pantung,Honglei,Engineer,d005,Development,1986-12-21,9999-01-01
15134,Arun,Luiz,Staff,d007,Sales,1986-08-16,9999-01-01
15145,Haldon,Servieres,Senior Engineer,d004,Production,1988-04-19,9999-01-01
15151,Urs,Pouyioutas,Staff,d001,Marketing,1987-07-24,9999-01-01
15176,Charlene,Sankaranarayanan,Senior Staff,d007,Sales,1987-11-17,9999-01-01
15193,Neelam,Schach,Senior Engineer,d005,Development,1987-01-16,9999-01-01
15196,Souichi,Duclos,Senior Engineer,d005,Development,1986-07-31,9999-01-01
15202,Pranay,Irland,Assistant Engineer,d004,Production,1986-07-19,9999-01-01
15208,Sudharsan,Shokrollahi,Senior Staff,d008,Research,1985-03-22,9999-01-01
15218,Shuky,Conry,Staff,d002,Finance,1985-12-22,9999-01-01
15228,Mona,Salvesen,Staff,d003,Human Resources,1988-01-17,9999-01-01
15230,Keiichiro,Suessmith,Engineer,d005,Development,1986-12-10,9999-01-01
15234,Jouko,Zhiwei,Senior Engineer,d005,Development,1987-09-03,9999-01-01
15237,Reinhard,Sadowsky,Engineer,d005,Development,1987-08-17,9999-01-01
15243,Mountaz,Famili,Staff,d002,Finance,1988-04-08,9999-01-01
15248,Edwin,Baar,Senior Staff,d001,Marketing,1986-02-04,9999-01-01
15253,Ayonca,Pardalos,Engineer,d004,Production,1985-06-06,9999-01-01
15269,Eric,Reghbati,Senior Engineer,d004,Production,1986-08-21,9999-01-01
15271,Shiv,Bernardeschi,Senior Staff,d007,Sales,1986-12-05,9999-01-01
15292,Miyeon,Lammel,Staff,d007,Sales,1986-07-31,9999-01-01
15324,Ziya,Lunn,Engineer,d004,Production,1988-10-10,9999-01-01
15329,Fan,Openshaw,Engineer,d005,Development,1987-06-09,9999-01-01
15330,Jaroslava,Chinal,Senior Staff,d007,Sales,1988-05-30,9999-01-01
15337,Masaru,Radivojevic,Engineer,d006,Quality Management,1988-08-07,9999-01-01
15343,Chaosheng,Luce,Engineer,d006,Quality Management,1985-03-12,9999-01-01
15354,Chikara,Nyrup,Staff,d009,Customer Service,1985-02-18,9999-01-01
15365,Mikhail,Schiettecatte,Senior Engineer,d005,Development,1986-08-11,9999-01-01
15369,Premal,Penttonen,Staff,d007,Sales,1987-04-07,9999-01-01
15370,Chuanyi,Nilsson,Senior Engineer,d008,Research,1986-09-02,9999-01-01
15372,Nahum,Broder,Senior Staff,d007,Sales,1988-10-12,9999-01-01
15375,Shuho,Manders,Senior Staff,d002,Finance,1985-03-01,9999-01-01
15377,Shugo,Aumann,Engineer,d005,Development,1986-12-19,9999-01-01
15382,Alassane,Siegrist,Staff,d007,Sales,1985-12-26,9999-01-01
15392,Pradeep,Markovitch,Assistant Engineer,d005,Development,1985-12-17,9999-01-01
15408,Maik,Penttonen,Staff,d008,Research,1988-06-20,9999-01-01
15410,Wilmer,Kushner,Staff,d001,Marketing,1987-06-09,9999-01-01
15412,Huai,Thiria,Engineer,d005,Development,1985-08-23,9999-01-01
15438,Constantijn,Munoz,Staff,d002,Finance,1986-12-24,9999-01-01
15441,Arvind,Weisert,Senior Staff,d008,Research,1987-05-26,9999-01-01
15452,Kazuhira,Weedman,Engineer,d005,Development,1985-04-16,9999-01-01
15454,Hongzue,Cesareni,Staff,d007,Sales,1986-02-27,9999-01-01
15470,Weiwu,Huhdanpaa,Engineer,d004,Production,1986-07-16,9999-01-01
15474,Gilbert,Plumb,Senior Staff,d007,Sales,1985-06-30,9999-01-01
15479,Zhenbing,Soicher,Senior Engineer,d004,Production,1987-01-25,9999-01-01
15480,Kwok,Trogemann,Senior Engineer,d005,Development,1985-04-07,9999-01-01
15504,Kasturi,Alpin,Engineer,d005,Development,1987-03-16,9999-01-01
15505,Collette,Mikschl,Engineer,d004,Production,1986-08-30,9999-01-01
15510,Inderjeet,Sethi,Senior Engineer,d005,Development,1987-08-29,9999-01-01
15511,George,Kowalchuk,Senior Staff,d007,Sales,1985-05-11,9999-01-01
15518,Uno,Valtorta,Engineer,d005,Development,1987-04-19,9999-01-01
15525,Masadi,Cherinka,Engineer,d005,Development,1985-11-18,9999-01-01
15534,Guozhong,Grabner,Staff,d002,Finance,1987-05-06,9999-01-01
15543,Mingdong,Staelin,Senior Engineer,d004,Production,1988-07-30,9999-01-01
15548,Sanjai,Caine,Engineer,d008,Research,1985-10-26,9999-01-01
15563,Constantino,Zykh,Staff,d009,Customer Service,1987-04-08,9999-01-01
15565,True,Muchinsky,Senior Staff,d001,Marketing,1986-12-16,9999-01-01
15566,Baoqiu,Azuma,Senior Staff,d007,Sales,1988-04-11,9999-01-01
15600,Mack,Perna,Senior Engineer,d004,Production,1985-04-26,9999-01-01
15601,Carrsten,Anily,Senior Staff,d007,Sales,1988-12-24,9999-01-01
15651,Huan,Iwayama,Senior Engineer,d004,Production,1985-11-22,9999-01-01
15656,Mohammad,Schaaf,Staff,d001,Marketing,1987-05-26,9999-01-01
15682,Hiroyasu,Przulj,Senior Engineer,d006,Quality Management,1988-06-20,9999-01-01
15687,Dekang,Ambroszkiewicz,Staff,d002,Finance,1986-12-09,9999-01-01
15703,Chenye,Hanratty,Engineer,d005,Development,1985-11-18,9999-01-01
15708,Reuven,Kushnir,Senior Staff,d007,Sales,1988-11-26,9999-01-01
15714,Troy,Bala,Engineer,d004,Production,1986-06-24,9999-01-01
15715,Insup,Ibel,Staff,d001,Marketing,1987-10-24,9999-01-01
15726,Zhilian,Parascandalo,Staff,d001,Marketing,1985-07-03,9999-01-01
15739,Poorav,Bahr,Engineer,d005,Development,1987-02-12,9999-01-01
15740,Stepehn,Pocchiola,Senior Staff,d007,Sales,1988-03-03,9999-01-01
15750,Arumugam,Bresenham,Engineer,d004,Production,1986-11-29,9999-01-01
15765,Tonny,Taubenfeld,Senior Engineer,d005,Development,1988-01-29,9999-01-01
15767,Baocai,Broomell,Assistant Engineer,d004,Production,1985-06-08,9999-01-01
15769,Pranay,Oskamp,Staff,d001,Marketing,1986-06-16,9999-01-01
15788,Taegyun,Deyuan,Engineer,d004,Production,1988-03-14,9999-01-01
15799,Manton,Gelosh,Staff,d007,Sales,1988-05-07,9999-01-01
15809,Mingsen,Antonisse,Staff,d002,Finance,1988-06-07,9999-01-01
15819,Magdalena,Rajcani,Senior Staff,d001,Marketing,1987-09-18,9999-01-01
15821,Aleksander,Antonakopoulos,Engineer,d005,Development,1988-06-09,9999-01-01
15846,Bowen,Litecky,Technique Leader,d004,Production,1988-10-02,9999-01-01
